face, confidence, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
0, 0.975, 362.4, 354.9, 359.8, 379.6, 410.7, 459.0, 522.5, 592.1, 683.9, 780.7, 853.1, 913.5, 958.7, 989.2, 1009.0, 1014.0, 1009.5, 443.7, 481.3, 528.4, 576.7, 619.0, 751.4, 795.3, 839.2, 881.8, 916.3, 690.7, 690.1, 690.2, 690.3, 612.5, 647.2, 687.9, 728.0, 762.4, 478.4, 510.6, 545.4, 583.2, 547.0, 512.4, 782.3, 821.4, 855.6, 885.4, 854.2, 820.1, 559.9, 609.3, 659.2, 687.5, 720.6, 770.1, 815.5, 769.9, 721.0, 686.3, 654.5, 607.5, 579.0, 658.3, 687.6, 720.9, 798.8, 721.2, 687.3, 658.4, 419.4, 494.7, 573.5, 654.6, 736.3, 813.9, 880.2, 934.4, 953.8, 941.5, 888.3, 824.9, 753.4, 680.8, 604.2, 524.5, 447.6, 290.7, 264.6, 252.7, 262.0, 283.1, 283.1, 266.4, 261.2, 270.0, 295.3, 351.3, 429.5, 505.9, 582.7, 596.9, 616.9, 632.6, 619.2, 601.5, 361.8, 346.0, 346.7, 362.8, 366.3, 368.2, 366.1, 351.9, 355.4, 371.1, 374.4, 370.7, 705.6, 694.3, 690.2, 699.3, 691.2, 698.5, 711.3, 758.7, 779.5, 784.2, 778.5, 757.3, 710.6, 719.0, 722.2, 718.7, 716.3, 734.2, 739.0, 734.5
1, 0.025, 140.3, 140.5, 142.0, 144.3, 149.3, 158.4, 169.9, 184.0, 202.3, 222.3, 241.1, 257.2, 269.4, 276.6, 280.4, 282.9, 284.5, 146.4, 154.9, 167.6, 180.5, 192.4, 216.5, 231.1, 245.6, 259.7, 269.5, 204.0, 202.3, 200.6, 199.0, 185.3, 192.4, 200.1, 208.9, 216.9, 160.7, 168.6, 177.8, 185.7, 177.0, 167.9, 226.4, 235.1, 244.5, 252.3, 244.5, 235.3, 172.9, 182.0, 193.0, 200.7, 210.0, 223.0, 235.2, 223.5, 210.8, 200.8, 192.2, 181.5, 177.3, 193.0, 200.9, 210.3, 230.4, 210.7, 201.0, 193.0, 558.4, 578.1, 597.7, 616.6, 635.2, 652.0, 666.6, 678.5, 682.5, 679.4, 668.9, 655.7, 640.1, 621.8, 602.6, 583.6, 564.5, 543.7, 535.5, 534.0, 536.8, 542.6, 544.0, 539.7, 538.7, 541.6, 549.8, 555.3, 566.7, 578.1, 590.1, 599.4, 602.6, 605.3, 603.2, 600.7, 554.7, 550.4, 550.8, 556.7, 557.7, 557.3, 558.9, 553.7, 554.5, 559.4, 561.3, 560.7, 626.0, 620.3, 618.5, 620.7, 619.3, 622.2, 628.2, 639.5, 644.6, 645.3, 644.2, 638.7, 626.5, 624.7, 625.8, 625.3, 628.5, 634.8, 635.6, 634.4
