face, confidence, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
0, 0.975, 150.2, 152.2, 158.6, 166.6, 176.0, 190.6, 207.9, 230.4, 265.3, 306.0, 346.5, 377.6, 398.9, 409.5, 413.4, 416.2, 418.6, 155.0, 168.6, 189.8, 210.4, 229.8, 272.0, 295.7, 320.9, 345.5, 367.0, 249.9, 246.2, 241.9, 237.9, 223.6, 234.7, 246.8, 261.4, 275.2, 179.3, 191.4, 207.1, 221.2, 206.7, 191.4, 297.4, 311.5, 328.5, 343.9, 329.5, 313.2, 210.9, 223.9, 238.9, 251.1, 266.1, 287.4, 310.9, 287.8, 267.4, 251.3, 238.1, 224.2, 217.1, 239.2, 251.7, 267.0, 301.3, 266.4, 250.9, 238.6, 149.0, 184.8, 219.8, 253.8, 286.0, 314.2, 336.3, 353.1, 357.5, 352.9, 337.1, 315.8, 287.4, 254.8, 219.4, 183.4, 146.9, 110.6, 95.1, 91.8, 95.8, 104.4, 102.9, 92.1, 88.0, 89.2, 100.8, 125.8, 150.2, 174.5, 199.8, 220.0, 224.8, 228.6, 224.4, 219.2, 134.2, 125.2, 124.4, 133.6, 137.9, 138.6, 132.6, 122.4, 122.6, 131.1, 136.1, 135.9, 273.6, 265.9, 262.4, 265.3, 262.1, 265.9, 272.4, 282.7, 287.4, 289.0, 288.1, 284.5, 274.1, 272.6, 273.6, 271.7, 273.3, 272.2, 274.0, 273.0
